108.939057,34.208899,16
108.930126,34.259442,0
109.020339,34.301005,0
108.897007,34.238482,6
108.920458,34.329317,0
108.995365,34.277491,7
108.912634,34.200439,5
108.963813,34.227477,50
108.918525,34.280715,23
109.057842,34.282011,41
108.931506,34.293688,0
108.896976,34.238429,3
108.939443,34.367429,78
108.971636,34.300926,0
108.926363,34.280860,28
108.963295,34.264287,17
108.971334,34.283792,55
108.947123,34.270145,0
108.995556,34.288683,24
108.946719,34.225551,0
108.900831,34.272892,0
108.933409,34.198354,26
109.000434,34.251171,42
108.91,34.245270,0
108.906590,34.230131,44
108.866921,34.233500,18
108.881180,34.220107,38
108.997789,34.251152,0
108.897410,34.234214,18
108.946396,34.190545,38
108.947111,34.270134,0
108.933063,34.273470,0
108.890634,34.269035,0
108.995556,34.281273,21
108.967150,34.259421,0
108.889092,34.446595,98
108.971125,34.322102,11
108.962125,34.347456,43
108.940516,34.230207,32
108.947249,34.230019,43
108.931268,34.206627,0
108.910127,34.242571,35
108.947111,34.270137,0
108.929812,34.286257,0
108.904337,34.235359,22
109.038112,34.273563,17
108.920549,34.280757,15
109.038809,34.273445,32
108.938922,34.295980,31
108.923388,34.239246,39
108.922427,34.264077,0
108.964326,34.264297,0
108.880009,34.137610,0
108.992746,34.277505,26
108.912581,34.198369,37
108.904423,34.184674,0
108.995539,34.291398,58
108.963077,34.259365,18
108.921531,34.292716,35
108.926272,34.269655,43
108.963903,34.227912,0
108.920251,34.269864,45
108.916961,34.269865,13
108.975182,34.252234,31
109.006465,34.269703,0
108.881815,34.222256,36
108.940962,34.186671,48
108.977750,34.310102,38
108.913402,34.269864,26
108.947222,34.277613,4
108.971502,34.306018,22
108.978932,34.277384,42
108.865868,34.233490,0
108.946777,34.259885,16
108.927180,34.269571,0
108.928240,34.207084,27
108.924175,34.235272,31
108.889472,34.188067,0
108.672834,34.288609,0
108.946817,34.225467,0
108.922270,34.275549,30
108.672757,34.288600,11
108.903685,34.231375,27
108.924335,34.259865,33
108.943147,34.047208,0
108.996685,34.251151,20
108.921526,34.292710,35
108.903489,34.180331,35
108.995867,34.281774,0
108.971526,34.305266,49
108.948043,34.322038,0
108.948043,34.322039,0
108.948045,34.322041,0
108.948040,34.322033,0
108.938917,34.293089,26
109.003995,34.255120,0
108.931427,34.229843,0
108.925651,34.235578,40
108.996931,34.247577,0
109.055906,34.275155,34
